"","Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"1","Is it real voice of swami ji??","Shahzadpur Ambala","https://yt3.ggpht.com/a/AATXAJzWz8TH4vR0b9ITOVrJMDWT8vtBYARnx1skwA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCSjTPvGuKdoHtgj8qP-Qeag","UCSjTPvGuKdoHtgj8qP-Qeag","0","0","2020-04-28T10:13:27.000Z","2020-04-28T10:13:27.000Z","UgyuVTKzcl7jWX6zddV4AaABAg",NA,"ii7obeNa20g"
"2","Wow, wonderful recording for 1893!...amazing what technology can recover.","Song Sabai","https://yt3.ggpht.com/a/AATXAJxgPQLTyMEtgxWuKEk6qkkvlCrJq4SJ5wJAdg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC36wm_BJgoVgYsyXbKxNQzA","UC36wm_BJgoVgYsyXbKxNQzA","0","0","2020-04-25T16:24:45.000Z","2020-04-25T16:24:45.000Z","UgzXg3kv4I2clELp95R4AaABAg",NA,"ii7obeNa20g"
"3","Very nice","PANDIT RASHTRAPAL","https://yt3.ggpht.com/a/AATXAJxYcKPladySoQuSJN5jiVztLvwX_-2bb0MHSQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UClEAkckz-PwTcC2c7PMEFpQ","UClEAkckz-PwTcC2c7PMEFpQ","0","0","2020-04-22T04:47:50.000Z","2020-04-22T04:47:50.000Z","UgwkTrXMfSogsPUWROV4AaABAg",NA,"ii7obeNa20g"
"4","Thank you for this wonderful post","Karl Chia","https://yt3.ggpht.com/a/AATXAJw9JEm7-PLdpla_XefUSwkae_SOQVGRgNMNxw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UClrt1avSE8D-Py1E0PD3HWw","UClrt1avSE8D-Py1E0PD3HWw","0","0","2020-04-21T12:00:24.000Z","2020-04-21T12:00:24.000Z","UgzchNLMlxYcsWQNwy54AaABAg",NA,"ii7obeNa20g"
"5","Inner peace cannot be awaited in outside..... Without any exaggeration <U+0001F4AF>. May I","Ellakkuvanraj Laxmanraj","https://yt3.ggpht.com/a/AATXAJxqYZ_XIvvgeBKUK1WFJVVWOzT5Pir5zygZLA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCCSoBp801Vxlp2xI5CugEKQ","UCCSoBp801Vxlp2xI5CugEKQ","0","0","2020-04-21T05:29:31.000Z","2020-04-21T05:29:31.000Z","UgxnmWgKCXezeW0D_hV4AaABAg",NA,"ii7obeNa20g"
"6","Children 's of immortal bliss","Rupal Singh","https://yt3.ggpht.com/a/AATXAJylcv-AJUNLtCQRvrkrOJiQO8F66xzjwcVfWw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC6g-NEPMQsF49xYoWIBzGJQ","UC6g-NEPMQsF49xYoWIBzGJQ","0","0","2020-04-19T11:11:21.000Z","2020-04-19T11:11:21.000Z","UgyR_SrLHDoX-AvGQtJ4AaABAg",NA,"ii7obeNa20g"
"7","A great speech on hinduism","venkatesh venkat","https://yt3.ggpht.com/a/AATXAJwq-xWkSbSqzoJ7Zz0u-4WOnEvkHMsVp3T0RQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCy5G6tpGMwBQHJrOJDIq-yA","UCy5G6tpGMwBQHJrOJDIq-yA","0","0","2020-04-18T13:39:10.000Z","2020-04-18T13:39:10.000Z","UgwuIMq6jnmsZyFWgVZ4AaABAg",NA,"ii7obeNa20g"
"8","He was shiv  gan
And paramhans  was one of thirty two jogni of kalika
Thus both were shiv  and shakti","Kiran Pandya","https://yt3.ggpht.com/a/AATXAJxKGYEVeK6QDfs7nC3Vd6YU5bOImr9mcOMWLw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC_BmtaiS00af4rnXb_JDXxg","UC_BmtaiS00af4rnXb_JDXxg","0","0","2020-04-18T08:53:25.000Z","2020-04-18T08:53:25.000Z","Ugx-tPIdW9iUOqR5CH54AaABAg",NA,"ii7obeNa20g"
"9","<U+0001F64F>  So blissful to listen to His speech<U+0001F64F> Pranaam Master,,<U+0001F64F>","Vyjayanthi Upadhyay","https://yt3.ggpht.com/a/AATXAJzdhy6Ijr-mEl4777kGbMfeOHPf_5ksaZL9Fw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC57nLwt-Hk82Xvz0MTlhWuA","UC57nLwt-Hk82Xvz0MTlhWuA","0","0","2020-04-16T14:11:10.000Z","2020-04-16T14:11:10.000Z","Ugz7dUpBzjp4-u7y7O94AaABAg",NA,"ii7obeNa20g"
"10","This person is very great. He has something for every person around the globe.","Roman Dodia","https://yt3.ggpht.com/a/AATXAJwbrH3cSzRHtu__wUxoVTUZ2C2L-w4QRdG0CQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC3QVv-3IVQZOAR5qqEIfUXw","UC3QVv-3IVQZOAR5qqEIfUXw","0","2","2020-04-10T14:36:27.000Z","2020-04-10T14:36:27.000Z","UgyTmqZg0hLNVzXH_ih4AaABAg",NA,"ii7obeNa20g"
"11","If he is alive there could be some control   on  Gandhi  n nehru and there dirty games","Dudala Ramesh","https://yt3.ggpht.com/a/AATXAJxC5t3_QWQqbHEneGqXfYGcdYupPcI_0mefEg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCIktoPwXrAvMa4TqEKLz2JQ","UCIktoPwXrAvMa4TqEKLz2JQ","0","0","2020-04-06T09:24:44.000Z","2020-04-06T09:24:44.000Z","UgyPk8jzHTWkShxNZwZ4AaABAg",NA,"ii7obeNa20g"
"12","The speech turned me into an unlimited being ...thank you a million sir <U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F>","Ramesh Kuanr","https://yt3.ggpht.com/a/AATXAJyGMFOlXCjdsV91FLpKvijQK60UvCHVK0CPXA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCcpzS1B8jItbNjqNTHrE2Fg","UCcpzS1B8jItbNjqNTHrE2Fg","0","1","2020-04-04T15:32:51.000Z","2020-04-04T15:32:51.000Z","Ugy92oRpdboPbGptlNR4AaABAg",NA,"ii7obeNa20g"
"13","Its awakening ,, opened a new way to think about religion ,Prof G Rajamohan","Rajamohan Govindarajan","https://yt3.ggpht.com/a/AATXAJxT8m8t6cDK50uroFTFuBK13otJaY7jj48dLQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCaIEzhu0kd8E6bcszgTLB7w","UCaIEzhu0kd8E6bcszgTLB7w","0","0","2020-04-04T12:24:22.000Z","2020-04-04T12:24:22.000Z","Ugx6bEFoiwL8Y7DR5FJ4AaABAg",NA,"ii7obeNa20g"
"14","<U+0001F64F> nice video . Wonderful speech .

<U+270D><U+FE0F> The persons who disliked this video need Meditation for mind purity & knowledge . If not , they have to take 400 births for reaching to the YOG Centre, & heaven/godly place  .
.....~~~ SVPSO Org Experts Team, BHARATH","SVPSO Org","https://yt3.ggpht.com/a/AATXAJybpvhTwcJ4TJ7ymX8vBH-CN4tCzt2IL2wU9w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCAhYS1C76V2x7RDXp7Poreg","UCAhYS1C76V2x7RDXp7Poreg","0","2","2020-03-21T10:32:49.000Z","2020-03-21T10:32:49.000Z","UgyYJC-Cf5VCcqT3rHV4AaABAg",NA,"ii7obeNa20g"
"15","Great and eternal speech. Alas our leadership kept we indians ignorant of legends. Such ledgends should have been in our school books.","dharrajinder","https://yt3.ggpht.com/a/AATXAJwwyqJfDvye9jiM_reetL0522u61Xvplu5XHA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJ7ZE7CjhZBhnXDbrJSOGcA","UCJ7ZE7CjhZBhnXDbrJSOGcA","0","0","2020-03-20T14:54:12.000Z","2020-03-20T14:54:12.000Z","UgyK-rfD1nu13BaZeHp4AaABAg",NA,"ii7obeNa20g"
"16","Check 7:16 for great meditation content in these challenging times.","Patricia Mills","https://yt3.ggpht.com/a/AATXAJzT5d3CZ62IbnT7wlpGySwduhE7MRu2ZCuM2Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCb7dHUU3WTcUM98plLzKstA","UCb7dHUU3WTcUM98plLzKstA","0","0","2020-03-19T16:28:28.000Z","2020-03-19T16:28:28.000Z","UgwXhxw3-qDMnRE203l4AaABAg",NA,"ii7obeNa20g"
"17","AVATAR OF KRISHNA,AHIMSA but no pacifist knowe","Ari Ari","https://yt3.ggpht.com/a/AATXAJxCIhtsCb8Bh3d6t-EAGQQiLl7LVN60LgWtDg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUxerd8_IoaNt8QzW4Tqedw","UCUxerd8_IoaNt8QzW4Tqedw","0","0","2020-03-13T12:21:52.000Z","2020-03-13T12:22:46.000Z","UgxNeVC11t57bpvjcE54AaABAg",NA,"ii7obeNa20g"
"18","dear Swami, this is not your voice,i learnd lot of you. as vegie brohter RIPfriend where butchers ,A. time you learnd me wat PRABHUPADA in GITA says see a Brahmaan and paria with the same face","Ari Ari","https://yt3.ggpht.com/a/AATXAJxCIhtsCb8Bh3d6t-EAGQQiLl7LVN60LgWtDg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUxerd8_IoaNt8QzW4Tqedw","UCUxerd8_IoaNt8QzW4Tqedw","0","0","2020-03-13T10:27:45.000Z","2020-03-13T10:27:45.000Z","Ugx-78LyawGAd5Dq1hR4AaABAg",NA,"ii7obeNa20g"
"19","https://youtu.be/Is6vwfuVmo4","<U+0B85><U+0BB0><U+0BC1><U+0BB3><U+0BCD> <U+0BA8><U+0BC6><U+0BB1><U+0BBF>","https://yt3.ggpht.com/a/AATXAJy81jTRZtiuM1irxEcmItsSsc1W775fUM98nA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCnwZhLIy2M6SraZhhqDqt4g","UCnwZhLIy2M6SraZhhqDqt4g","0","0","2020-03-08T22:41:19.000Z","2020-03-08T22:41:19.000Z","UgzhQ7CAkK9XlBdLAzh4AaABAg",NA,"ii7obeNa20g"
"20","Is this the revered swami's actual voice?","Bruce Gatten","https://yt3.ggpht.com/a/AATXAJyNvF-17kGEUyr84wVq3k_8NHGYEaiVkdQuaA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQlwttG89d6Y-lfwuQhrdxQ","UCQlwttG89d6Y-lfwuQhrdxQ","1","1","2020-03-03T05:40:22.000Z","2020-03-03T05:40:22.000Z","UgxgUT52ZdSElCAEWp14AaABAg",NA,"ii7obeNa20g"
"21","Super","anand kumar dubey","https://yt3.ggpht.com/a/AATXAJzE8SGVhvO_8anDTNNrROlkniwPP3RwwJtTKA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCNAiH4Imm5n1upLj3du1eUA","UCNAiH4Imm5n1upLj3du1eUA","0","0","2020-02-25T03:46:07.000Z","2020-02-25T03:46:07.000Z","UgwZMrqNYCD5JrE_qiV4AaABAg",NA,"ii7obeNa20g"
"22","<U+2764>","Kats Tsupoy","https://yt3.ggpht.com/a/AATXAJzlgwqHF_QdPIInfMDqOYaLIGx0c6uADhnYUQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UChn-k2HxTxsZIreK_IHN0BA","UChn-k2HxTxsZIreK_IHN0BA","0","0","2020-02-21T14:36:11.000Z","2020-02-21T14:36:11.000Z","UgwWeR7BqN7eoOaNgYh4AaABAg",NA,"ii7obeNa20g"
"23","Hello dear brothers do you hear to me?  there is no minor and major here. We are all human. Please never guess a human only by the religion he follows. Love love and only  love can bring peace and prosperity. Please let's live in a world with full of humanity and morality.","<U+0985><U+09A8><U+09C1><U+09B8><U+09A8><U+09CD><U+09A7><U+09BE><U+09A8> <U+09AC><U+09BE><U+0982><U+09B2><U+09BE> <U+099F><U+09BF><U+09AD><U+09BF>","https://yt3.ggpht.com/a/AATXAJxnQxceyyhymKI6Ecxk-LeeFJjizsZNOrHATQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCzmiXTSZL_jhW6WJRgtzubA","UCzmiXTSZL_jhW6WJRgtzubA","0","1","2020-02-18T08:49:32.000Z","2020-02-18T08:49:32.000Z","UgzQeLrR0gIR_xw4DO14AaABAg",NA,"ii7obeNa20g"
"24","Great great great speech...","Rajith Thayalepurayil","https://yt3.ggpht.com/a/AATXAJyZeNzw1Z0prHGA6fE1XirRsUt7e95qJvb_qg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCMjAX1EXaMUrJ3nO--8bppw","UCMjAX1EXaMUrJ3nO--8bppw","0","0","2020-02-13T14:56:33.000Z","2020-02-13T14:56:33.000Z","UgyshxCnUnIT9Xiq3rJ4AaABAg",NA,"ii7obeNa20g"
"25","Excellent speech","Kanaklata Mahato","https://yt3.ggpht.com/a/AATXAJwscknj5MoYYfOAQPCQ4pF-hZThTYuIB9wevw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCOmM15q25wj23hCR92ivL5Q","UCOmM15q25wj23hCR92ivL5Q","0","0","2020-02-09T11:11:24.000Z","2020-02-09T11:11:24.000Z","Ugz5fEyeJ05_JP1wKFF4AaABAg",NA,"ii7obeNa20g"
"26","One of the greatest person on the planet made by the almighty God , he was one of the living god's for humanity nd human beings.","B M","https://yt3.ggpht.com/a/AATXAJxKsYRbJX4hVgfjISovNFcfq9NFr2I2ftqtZw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCPLk981Bn0UH4nUELWFYT_w","UCPLk981Bn0UH4nUELWFYT_w","1","1","2020-02-06T12:54:12.000Z","2020-02-06T12:54:12.000Z","Ugz553Xj2VrFGnOmuz94AaABAg",NA,"ii7obeNa20g"
"27","I need such a Guru like yours","Shibasankar Das","https://yt3.ggpht.com/a/AATXAJy18dDX-9FYGNM10oXrHbuFH6vbe2YxX6BAmQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC_4Ezmh5swtolG8_jPuxyqA","UC_4Ezmh5swtolG8_jPuxyqA","1","1","2020-01-28T14:41:00.000Z","2020-01-28T14:41:00.000Z","UgzAfu21P7JyEvPOmlZ4AaABAg",NA,"ii7obeNa20g"
"28","<U+0001F41A><U+0001F33E><U+0001F490><U+0001F337><U+0001F339><U+0001F33A><U+0001F338><U+0001F33C>Allow me to share the link for this magnificent daily happening as a compliment to your significant contribution.
Youtube Live @ Nithyananda
Twitter Live @ Sri Nithyananda
Insta Live @ SriNithyananda Parashakti varshana shudatvaita 
 #truefaceofthemedia #nithyananda #fakenews #nithyananditha #truth #Nithyananda #NithyanandaSatsang #SHRIKAILASA #ReligiousFreedom #ReligiousPersecution
#Hinduism #Right2BHindu #HinduHolocaust #NithyanandaRapeCaseExposed #UnitingNationsforConsciousBirthing","Ma Nithya Chidananda","https://yt3.ggpht.com/a/AATXAJxZEprEgB8CXpXU6i_PMCwbtlHUPORRV38swg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCIT6I96B_1ZHg3_EiaiWu9A","UCIT6I96B_1ZHg3_EiaiWu9A","1","1","2020-01-24T02:27:40.000Z","2020-01-24T02:27:40.000Z","Ugzy-7vwESaEhHA6Z7t4AaABAg",NA,"ii7obeNa20g"
"29","Thanks for the wonderful video","Jani A","https://yt3.ggpht.com/a/AATXAJz785zoy3Gt-joAc4J75DseQpunCLPVm41_5w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCqlAdiK2XCbBDHhi66p1Wsw","UCqlAdiK2XCbBDHhi66p1Wsw","2","0","2020-01-20T21:35:46.000Z","2020-01-20T21:35:46.000Z","UgwSsiJXgnAjNyjF7Q14AaABAg",NA,"ii7obeNa20g"
"30","World no 1 in the field of religion in 1893 representing India.The whole  world bowed down to this new world champion.","Bacharam Kenaram","https://yt3.ggpht.com/a/AATXAJzvOQPNySAZ0uz5hdv4Y7S49u2Ev7qL5Ykh3Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCs4MziHKIH2ugT13E6nco6g","UCs4MziHKIH2ugT13E6nco6g","1","1","2020-01-20T18:57:51.000Z","2020-01-20T19:04:22.000Z","Ugwk7z3ZWFgqM3GEIVJ4AaABAg",NA,"ii7obeNa20g"
"31","Thank you for the wonderful Seva of uploading this video.","Kausalya Bahadur","https://yt3.ggpht.com/a/AATXAJwAWVmLKAO6DzIGDwalhg-QZxzZgU7-sP_AzA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCrpPUdSenQ7BTUgMIhSnvvg","UCrpPUdSenQ7BTUgMIhSnvvg","3","3","2020-01-13T19:35:36.000Z","2020-01-13T19:35:36.000Z","UgwuokL4BPs4Peh5NiF4AaABAg",NA,"ii7obeNa20g"
"32","Have a nice young day for swamiji","Devendra Kumar","https://yt3.ggpht.com/a/AATXAJzWQRET01qYGdm2k4EArD5Y02KIg-S8tfcWtw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCk894CuKxhVM8bzyOGLS1LA","UCk894CuKxhVM8bzyOGLS1LA","0","0","2020-01-12T18:07:40.000Z","2020-01-12T18:07:40.000Z","UgwwyrY3FWJRhGs1Ibh4AaABAg",NA,"ii7obeNa20g"
"33","He still lives in our hearts","Laila Banerjee","https://yt3.ggpht.com/a/AATXAJx-B9DJZv7KFb4FYV5pQbfchJAYKJSN8JVlFA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCs1RxUQJS_vXLYYfkvr50Bg","UCs1RxUQJS_vXLYYfkvr50Bg","1","4","2020-01-12T06:14:44.000Z","2020-01-12T06:14:44.000Z","UgxNy4RzP4a_Wu_tvYx4AaABAg",NA,"ii7obeNa20g"
"34","Thanks for compiling this video.","ankita singh","https://yt3.ggpht.com/a/AATXAJyV14HYVV6lfztT8du0YLlOO07RTE7iTurU4g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC7YGSbeSmwZZnQxBBHQGL8Q","UC7YGSbeSmwZZnQxBBHQGL8Q","0","1","2020-01-11T03:50:32.000Z","2020-01-11T03:50:32.000Z","UgyVoiV1FB_bYDurp5R4AaABAg",NA,"ii7obeNa20g"
"35","Dear Manoj......thanks for insertig  the great speach of great Swamiji","Balan Nair","https://yt3.ggpht.com/a/AATXAJzfRywIFSGWaJVpeVPuiJQGOvbip9E3ew0ETw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCg7U3Iyk-X-hGTO8UAEMBTA","UCg7U3Iyk-X-hGTO8UAEMBTA","1","2","2020-01-08T05:19:34.000Z","2020-01-08T05:19:34.000Z","UgxR1HibUk7XLetQBvN4AaABAg",NA,"ii7obeNa20g"
"36","Is this the real vlice of swami ji??if yes, then i am the luckiest boy on the earth who got the opportunity to listen his voice","The Invincible Gamer","https://yt3.ggpht.com/a/AATXAJxuj-ftC7BgOm9YVjRIx4GpHJV-vRHfVTLMPA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC7Ip8EaXzGeBnSLFUR_SSUg","UC7Ip8EaXzGeBnSLFUR_SSUg","1","5","2020-01-05T06:38:34.000Z","2020-01-05T06:38:34.000Z","UgwgkTNPJQw9N0vu_-V4AaABAg",NA,"ii7obeNa20g"
"37","Proud to be a Hindu after hearing this speech by Vivekananda Swamiji.   Ocean of knowledge is Swamy Vivekanand.","veebeeyes","https://yt3.ggpht.com/a/AATXAJyDqN1lzMjU4pLMvyu3j_ayt8IvFBlMfA3Wdw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQcRW1w5-i09LK2c5ug3Cpg","UCQcRW1w5-i09LK2c5ug3Cpg","1","16","2020-01-04T10:02:17.000Z","2020-01-04T10:02:17.000Z","UgzXrl1G_W7_0qRgidN4AaABAg",NA,"ii7obeNa20g"
"38","Choli ulla renuka kulli 
Nam hai renukeshthan","Renuka G B","https://yt3.ggpht.com/a/AATXAJwyaXyoPRz0QiZxXZei3vyLbNn7esoYH_O41g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC990v4w9-wIIXRSdU6wBuoA","UC990v4w9-wIIXRSdU6wBuoA","0","0","2020-01-04T03:29:06.000Z","2020-01-04T03:29:06.000Z","UgwFPFSwygFtQHuRgGp4AaABAg",NA,"ii7obeNa20g"
"39","<U+2764><U+2764>","Kats Tsupoy","https://yt3.ggpht.com/a/AATXAJzlgwqHF_QdPIInfMDqOYaLIGx0c6uADhnYUQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UChn-k2HxTxsZIreK_IHN0BA","UChn-k2HxTxsZIreK_IHN0BA","0","0","2020-01-01T04:00:56.000Z","2020-01-01T04:00:56.000Z","Ugyzxcq7kDmuJi90nuh4AaABAg",NA,"ii7obeNa20g"
"40","Swami Vivekananda Was A Great Person,Philosopher And By The Way A Great Legend.","Suraj Patil","https://yt3.ggpht.com/a/AATXAJz8w4gH252NhGvtm7BIJ0pfNrJRRTZkqmm62Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCR_c_nmFgAOM5EtF3LOPSbg","UCR_c_nmFgAOM5EtF3LOPSbg","1","5","2019-12-26T14:12:30.000Z","2019-12-26T14:12:30.000Z","UgwagSWDjBFMkVisz7N4AaABAg",NA,"ii7obeNa20g"
"41","Wow  Not just tolerance but acceptance of eachother. purity , style, quality ,eloquence, clarity , perception, wisdom , deep insights of Life, creator ,& creation is one & same , knowledge of cosmic energy. Self Realization  is to evolve mankind to Truth .
Idiots live miserable life , wakeup from delusions .
Smart live  happy life ,as master of Mind & matter , as Pure consciousness .
 Death is only to body. Spirit is Free &  eternal  , children of immortal Bliss. Absolute Oneness in universal consciousness. 
Love for love sake ...... 
Real monks power of vak shudhi , power of Brahmacharya in 1893 Amazing ,pranams swami 
<U+0001F64F><U+0001F64F><U+0001F64F>","shansiva3","https://yt3.ggpht.com/a/AATXAJymFnx4HDUDm-k8HQfbYxSretWd2Natamjf8A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCXFy3ZctqTDW5brEoGG9Zdw","UCXFy3ZctqTDW5brEoGG9Zdw","1","3","2019-12-26T01:28:56.000Z","2019-12-26T01:28:56.000Z","UgwzmyzCnsiIU0ZOc_94AaABAg",NA,"ii7obeNa20g"
